antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Organic Gala Apples'}),frozenset({'Bag of Organic Bananas'}),0.023584525488615758,0.11955470481563571,0.006588756800322386,0.279367791542076,2.336736073857459,1.0,0.0037691158173140927,1.2217678933174847,0.5858701233316524,0.048251438689685705,0.18151393118975737,0.1672393015180676
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Gala Apples'}),0.11955470481563571,0.023584525488615758,0.006588756800322386,0.05511081149405916,2.336736073857459,1.0,0.0037691158173140927,1.0333650616272716,0.6497310595033977,0.048251438689685705,0.03228777792693189,0.1672393015180676
frozenset({'Organic Garlic'}),frozenset({'Bag of Organic Bananas'}),0.03401168647995164,0.11955470481563571,0.007001813419302841,0.20586492890995262,1.7219308033708516,1.0,0.0029355562819102744,1.1086845641709862,0.4340182636753223,0.04777288974429474,0.09803019513693197,0.13221534976718663
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Garlic'}),0.11955470481563571,0.03401168647995164,0.007001813419302841,0.05856577062442066,1.7219308033708516,1.0,0.0029355562819102744,1.0260815714771225,0.4761869622766652,0.04777288974429474,0.02541861407721825,0.13221534976718663
frozenset({'Organic Grape Tomatoes'}),frozenset({'Bag of Organic Bananas'}),0.025871448720531938,0.11955470481563571,0.005138021358049567,0.1985981308411215,1.6611486026198465,1.0,0.002044967943113515,1.0986314470522098,0.40857738702149454,0.03662477558348294,0.08977664649674137,0.12078722586549206
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Grape Tomatoes'}),0.11955470481563571,0.025871448720531938,0.005138021358049567,0.04297632088986265,1.6611486026198465,1.0,0.002044967943113515,1.0178729874115917,0.45205182000712124,0.03662477558348294,0.017559152892977353,0.12078722586549206
frozenset({'Organic Hass Avocado'}),frozenset({'Bag of Organic Bananas'}),0.0659983880717308,0.11955470481563571,0.019101349989925447,0.28942146237215693,2.4208287145074827,1.0,0.011210932185701898,1.2390541629973728,0.6283911176994864,0.11475608279869264,0.19293277899900788,0.22459612766370549
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Hass Avocado'}),0.11955470481563571,0.0659983880717308,0.019101349989925447,0.15977079295525404,2.4208287145074823,1.0,0.011210932185701898,1.111603362626895,0.6666153139359181,0.11475608279869264,0.1003985471608853,0.22459612766370549
frozenset({'Organic Large Extra Fancy Fuji Apple'}),frozenset({'Bag of Organic Bananas'}),0.0231311706629055,0.11955470481563571,0.007263751763046544,0.31402439024390244,2.6266167502831173,1.0,0.004498311482402784,1.2834935858687622,0.6339460186004373,0.05363785151019193,0.22087651156968813,0.18739055528037374
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Large Extra Fancy Fuji Apple'}),0.11955470481563571,0.0231311706629055,0.007263751763046544,0.06075672031684503,2.6266167502831173,1.0,0.004498311482402784,1.0400594291892429,0.7033737455811427,0.05363785151019193,0.038516480948084214,0.18739055528037374
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Lemon'}),0.11955470481563571,0.02755389885150111,0.007344348176506145,0.061430858683744836,2.2294797195424176,1.0,0.004050149932795046,1.0360942612972919,0.6263476699557053,0.052548115043609886,0.03483685089819749,0.16398782422304242
frozenset({'Organic Lemon'}),frozenset({'Bag of Organic Bananas'}),0.02755389885150111,0.11955470481563571,0.007344348176506145,0.26654478976234003,2.2294797195424176,1.0,0.004050149932795046,1.2004077180105865,0.5670904109861585,0.052548115043609886,0.16694970800647502,0.16398782422304242
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Raspberries'}),0.11955470481563571,0.04269595003022365,0.012794680636711667,0.10701946574534424,2.506548411959148,1.0,0.007690178934025145,1.0720323828433838,0.6826602537852587,0.08560835861139197,0.06719235724235302,0.20334456062161033
frozenset({'Organic Raspberries'}),frozenset({'Bag of Organic Bananas'}),0.04269595003022365,0.11955470481563571,0.012794680636711667,0.2996696554978764,2.506548411959148,1.0,0.007690178934025145,1.2571857011426335,0.6278517349566954,0.08560835861139197,0.20457256307392135,0.20334456062161033
frozenset({'Organic Small Bunch Celery'}),frozenset({'Bag of Organic Bananas'}),0.021902075357646586,0.11955470481563571,0.0051178722546846665,0.23367065317387303,1.9545082189296905,1.0,0.00249937610045142,1.1489124080016855,0.49929800853565814,0.03753787039089632,0.12961162832307663,0.13823921973600536
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Small Bunch Celery'}),0.11955470481563571,0.021902075357646586,0.0051178722546846665,0.04280778629813769,1.9545082189296903,1.0,0.00249937610045142,1.0218406613021223,0.5546765353826154,0.03753787039089632,0.02137384244848018,0.13823921973600536
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Strawberries'}),0.11955470481563571,0.08198670159177916,0.018889784404593997,0.1580011797421421,1.9271561933159282,1.0,0.00908788849698123,1.0902786041043193,0.5464288383127559,0.10341974627688914,0.08280324291834051,0.19420088478382602
frozenset({'Organic Strawberries'}),frozenset({'Bag of Organic Bananas'}),0.08198670159177916,0.11955470481563571,0.018889784404593997,0.23040058982550998,1.9271561933159282,1.0,0.00908788849698123,1.144030626251055,0.5240672446463716,0.10341974627688914,0.12589752664492718,0.19420088478382602
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Whole Milk'}),0.11955470481563571,0.041839613137215396,0.00842232520652831,0.07044745934102975,1.6837502562462348,1.0,0.0034202026083081294,1.0307759324540535,0.4612298966057577,0.055057955742887243,0.029857053783534468,0.13587386210489966
frozenset({'Organic Whole Milk'}),frozenset({'Bag of Organic Bananas'}),0.041839613137215396,0.11955470481563571,0.00842232520652831,0.20130026486876956,1.6837502562462345,1.0,0.0034202026083081294,1.102348299939905,0.42382016417368845,0.055057955742887243,0.09284570035213423,0.13587386210489966
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Yellow Onion'}),0.11955470481563571,0.03471690509772315,0.007465242796695547,0.06244206623409454,1.7986069339513129,1.0,0.003314673455624817,1.0295716778002264,0.5043063495282057,0.05085094702168542,0.028722310877285412,0.13873699365099967
frozenset({'Organic Yellow Onion'}),frozenset({'Bag of Organic Bananas'}),0.03471690509772315,0.11955470481563571,0.007465242796695547,0.21503192106790484,1.798606933951313,1.0,0.003314673455624817,1.1216319730888427,0.45998335112111477,0.05085094702168542,0.10844196314579238,0.13873699365099967
frozenset({'Organic Zucchini'}),frozenset({'Bag of Organic Bananas'}),0.032681845657868226,0.11955470481563571,0.007011887970985291,0.21454993834771885,1.7945754512846188,1.0,0.0031046195605286897,1.1209436960667496,0.45772441901445543,0.04828303850156087,0.10789453251856067,0.13659998813400098
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Zucchini'}),0.11955470481563571,0.032681845657868226,0.007011887970985291,0.058650037920283137,1.794575451284619,1.0,0.0031046195605286897,1.0275861191995415,0.5028877348997283,0.04828303850156087,0.026845554532237376,0.13659998813400098
frozenset({'Strawberries'}),frozenset({'Bag of Organic Bananas'}),0.044207132782591176,0.11955470481563571,0.005712270803949224,0.12921604375569734,1.0808110308578847,1.0,0.00042710009338092336,1.0110949896019341,0.07822707524762208,0.03614227434982152,0.010973241600477355,0.08849780025486055
frozenset({'Bag of Organic Bananas'}),frozenset({'Strawberries'}),0.11955470481563571,0.044207132782591176,0.005712270803949224,0.04777955675402376,1.0808110308578849,1.0,0.00042710009338092336,1.0037516774574329,0.08492166515501702,0.03614227434982152,0.00373765498149505,0.08849780025486055
frozenset({'Banana'}),frozenset({'Blueberries'}),0.1486903082812815,0.018184565786822485,0.005530928873665122,0.03719764211667457,2.0455611947374615,1.0,0.002827060180861243,1.0197476420515332,0.6004120536269831,0.03428036216047456,0.01936522452928139,0.1706763833852071
frozenset({'Blueberries'}),frozenset({'Banana'}),0.018184565786822485,0.1486903082812815,0.005530928873665122,0.3041551246537396,2.0455611947374615,1.0,0.002827060180861243,1.2234187846753877,0.5206035497771659,0.03428036216047456,0.18261840301452284,0.1706763833852071
frozenset({'Banana'}),frozenset({'Cucumber Kirby'}),0.1486903082812815,0.03003223856538384,0.00989320975216603,0.0665356731485873,2.2154749804524574,1.0,0.005427706941502115,1.0391053343263048,0.6444535141017506,0.05859887814775033,0.03763365756529228,0.19797766549076462
frozenset({'Cucumber Kirby'}),frozenset({'Banana'}),0.03003223856538384,0.1486903082812815,0.00989320975216603,0.32941965783294197,2.2154749804524574,1.0,0.005427706941502115,1.2695118514324664,0.5656162444054469,0.05859887814775033,0.2122956561046357,0.19797766549076462
frozenset({'Honeycrisp Apple'}),frozenset({'Banana'}),0.025236751964537577,0.1486903082812815,0.009006649204110416,0.3568862275449102,2.400198316017873,1.0,0.005254188774485088,1.3237310848885102,0.5984712303510666,0.05461209529627367,0.24455955487044867,0.208729718555977
frozenset({'Banana'}),frozenset({'Honeycrisp Apple'}),0.1486903082812815,0.025236751964537577,0.009006649204110416,0.06057320956704383,2.400198316017873,1.0,0.005254188774485088,1.0376149136498658,0.685259155425586,0.05461209529627367,0.03625132325590172,0.208729718555977
frozenset({'Banana'}),frozenset({'Large Lemon'}),0.1486903082812815,0.047350392907515616,0.012905500705218618,0.08679449827224066,1.8330259358516185,1.0,0.005864956186560317,1.0431930220416958,0.533829212244309,0.07046979865771812,0.04140463090633045,0.17967384488080118
frozenset({'Large Lemon'}),frozenset({'Banana'}),0.047350392907515616,0.1486903082812815,0.012905500705218618,0.2725531914893617,1.8330259358516188,1.0,0.005864956186560317,1.170270708124591,0.47704211361946236,0.07046979865771812,0.14549685550743827,0.17967384488080118
frozenset({'Banana'}),frozenset({'Limes'}),0.1486903082812815,0.04349183961313721,0.009742091476929277,0.06551934412900604,1.506474426278698,1.0,0.0032752764371318547,1.0235719213420613,0.3949191376145822,0.05339886244408858,0.023029081641038722,0.14475874549512613
frozenset({'Limes'}),frozenset({'Banana'}),0.04349183961313721,0.1486903082812815,0.009742091476929277,0.22399814686124625,1.5064744262786978,1.0,0.0032752764371318547,1.0970459519849873,0.3514852284799281,0.05339886244408858,0.08846115498570789,0.14475874549512613
frozenset({'Banana'}),frozenset({'Organic Avocado'}),0.1486903082812815,0.05419101349989926,0.016592786620995364,0.1115929263500237,2.0592515094819395,1.0,0.008535108117620257,1.064612174477958,0.6042297728598461,0.08907035855280947,0.06069080931714993,0.20889183406179376
frozenset({'Organic Avocado'}),frozenset({'Banana'}),0.05419101349989926,0.1486903082812815,0.016592786620995364,0.3061907417735638,2.0592515094819395,1.0,0.008535108117620257,1.2270082614563202,0.543858928179609,0.08907035855280947,0.18500956235362828,0.20889183406179376
frozenset({'Banana'}),frozenset({'Organic Baby Carrots'}),0.1486903082812815,0.02375579286721741,0.005329437840016119,0.035842536757232875,1.508791432791745,1.0,0.0017971816751232946,1.0125360683817808,0.3961165636701562,0.03189052326983362,0.012380861060895905,0.13009260001559692
frozenset({'Organic Baby Carrots'}),frozenset({'Banana'}),0.02375579286721741,0.1486903082812815,0.005329437840016119,0.22434266327396096,1.5087914327917449,1.0,0.0017971816751232946,1.0975332165515244,0.345423683171574,0.03189052326983362,0.08886584486069235,0.13009260001559692
frozenset({'Banana'}),frozenset({'Organic Baby Spinach'}),0.1486903082812815,0.07532742292967963,0.01628047551883941,0.10949251304288908,1.4535544796893367,1.0,0.005080017781390875,1.038365865097836,0.3665308797095493,0.0783705140640155,0.03694831117567709,0.16281098836576713
frozenset({'Organic Baby Spinach'}),frozenset({'Banana'}),0.07532742292967963,0.1486903082812815,0.01628047551883941,0.21612946368864516,1.4535544796893365,1.0,0.005080017781390875,1.0860335377889196,0.3374505721793429,0.0783705140640155,0.0792181224569522,0.16281098836576713
frozenset({'Banana'}),frozenset({'Organic Blueberries'}),0.1486903082812815,0.031442675800926856,0.005883538182550876,0.03956907649569753,1.258451308222665,1.0,0.0012083170245226725,1.0084612026704847,0.24124301114698649,0.033765032377428304,0.00839021139145339,0.11334429473615379
frozenset({'Organic Blueberries'}),frozenset({'Banana'}),0.031442675800926856,0.1486903082812815,0.005883538182550876,0.18711951297661006,1.258451308222665,1.0,0.0012083170245226725,1.0472753440497125,0.21203960603845998,0.033765032377428304,0.045141274754835016,0.11334429473615379
frozenset({'Banana'}),frozenset({'Organic Fuji Apple'}),0.1486903082812815,0.027594197058230907,0.010326415474511384,0.06944914967138695,2.5168027003949867,1.0,0.006223425807148599,1.044978683968077,0.7079333048735749,0.06222303162751168,0.04304268082989058,0.2218366595381396
frozenset({'Organic Fuji Apple'}),frozenset({'Banana'}),0.027594197058230907,0.1486903082812815,0.010326415474511384,0.3742241694048923,2.5168027003949867,1.0,0.006223425807148599,1.3604067944093172,0.6197726110910782,0.06222303162751168,0.2649257530103739,0.2218366595381396
frozenset({'Banana'}),frozenset({'Organic Gala Apples'}),0.1486903082812815,0.023584525488615758,0.00533951239169857,0.03591029202520496,1.5226209254258198,1.0,0.0018327220261285517,1.0127848751362374,0.4031878376788217,0.031985515992758,0.012623485450962599,0.1311546334111501
frozenset({'Organic Gala Apples'}),frozenset({'Banana'}),0.023584525488615758,0.1486903082812815,0.00533951239169857,0.22639897479709525,1.5226209254258198,1.0,0.0018327220261285517,1.1004505733371177,0.35152834296369245,0.031985515992758,0.09128131310114287,0.1311546334111501
frozenset({'Banana'}),frozenset({'Organic Garlic'}),0.1486903082812815,0.03401168647995164,0.0062562965948015315,0.04207602141066468,1.2371048238218532,1.0,0.0011990884469312282,1.0084185541973683,0.22513670811735717,0.03545734840698869,0.008348273801912482,0.11301075952049823
frozenset({'Organic Garlic'}),frozenset({'Banana'}),0.03401168647995164,0.1486903082812815,0.0062562965948015315,0.18394549763033177,1.2371048238218532,1.0,0.0011990884469312282,1.0432020033547709,0.19840929636461557,0.03545734840698869,0.041412883809502025,0.11301075952049823
frozenset({'Banana'}),frozenset({'Organic Grape Tomatoes'}),0.1486903082812815,0.025871448720531938,0.005611525287124723,0.03773968426045125,1.4587387304098096,1.0,0.001764691601185464,1.0123337056987516,0.36940291380444706,0.03321407274895647,0.012183438750800388,0.12731999789346551
frozenset({'Organic Grape Tomatoes'}),frozenset({'Banana'}),0.025871448720531938,0.1486903082812815,0.005611525287124723,0.21690031152647976,1.4587387304098096,1.0,0.001764691601185464,1.0871025799769614,0.32282831691752767,0.03321407274895647,0.08012360708297393,0.12731999789346551
frozenset({'Banana'}),frozenset({'Organic Hass Avocado'}),0.1486903082812815,0.0659983880717308,0.010467459198065686,0.07039772342299613,1.066658224235475,1.0,0.0006541385296123803,1.004732492015257,0.07340757475644896,0.05125548813576044,0.004710201026508713,0.1144997318076666
frozenset({'Organic Hass Avocado'}),frozenset({'Banana'}),0.0659983880717308,0.1486903082812815,0.010467459198065686,0.15860174019233705,1.066658224235475,1.0,0.0006541385296123803,1.0117797152484262,0.06690842824854862,0.05125548813576044,0.0116425690996719,0.1144997318076666
frozenset({'Banana'}),frozenset({'Organic Raspberries'}),0.1486903082812815,0.04269595003022365,0.00695144066089059,0.04675113490073853,1.0949782091192324,1.0,0.0006029666885344455,1.004254067346928,0.10188984985856439,0.03769050090129459,0.004236046918053786,0.10478189118798135
frozenset({'Organic Raspberries'}),frozenset({'Banana'}),0.04269595003022365,0.1486903082812815,0.00695144066089059,0.16281264747522417,1.0949782091192324,1.0,0.0006029666885344455,1.0168687918556734,0.09060842965732724,0.03769050090129459,0.016588956206325965,0.10478189118798135
frozenset({'Banana'}),frozenset({'Organic Strawberries'}),0.1486903082812815,0.08198670159177916,0.017993149304855936,0.12101090859814351,1.475982156236388,1.0,0.00580252137020886,1.0443966909124283,0.37881048155264124,0.0846004452655014,0.04250941361528198,0.1702375752133013
frozenset({'Organic Strawberries'}),frozenset({'Banana'}),0.08198670159177916,0.1486903082812815,0.017993149304855936,0.2194642418284591,1.475982156236388,1.0,0.00580252137020886,1.0906735313612927,0.3512857981791415,0.0846004452655014,0.08313535513062391,0.1702375752133013
frozenset({'Banana'}),frozenset({'Organic Whole Milk'}),0.1486903082812815,0.041839613137215396,0.009470078581503123,0.06368995189375974,1.5222404586984328,1.0,0.0032489336057610107,1.0233366487957043,0.4029950168032758,0.0523035833518807,0.02280446891369291,0.14501617748793452
frozenset({'Organic Whole Milk'}),frozenset({'Banana'}),0.041839613137215396,0.1486903082812815,0.009470078581503123,0.22634240308210932,1.5222404586984328,1.0,0.0032489336057610107,1.1003701057291746,0.358054422018291,0.0523035833518807,0.09121486053336848,0.14501617748793452
frozenset({'Banana'}),frozenset({'Organic Yellow Onion'}),0.1486903082812815,0.03471690509772315,0.005208543219826718,0.03502947354156786,1.0090033498943778,1.0,4.6475898274269886e-05,1.0003239150163392,0.010481512161839795,0.029228855721393034,0.000323810129375936,0.09252924634710431
frozenset({'Organic Yellow Onion'}),frozenset({'Banana'}),0.03471690509772315,0.1486903082812815,0.005208543219826718,0.15002901915264077,1.0090033498943778,1.0,4.6475898274269886e-05,1.001575007737352,0.009243933654660327,0.029228855721393034,0.0015725309888773205,0.09252924634710431
frozenset({'Banana'}),frozenset({'Organic Zucchini'}),0.1486903082812815,0.032681845657868226,0.006226072939754181,0.04187275560674842,1.2812237119376844,1.0,0.0013665992336844932,1.009592577606642,0.2578335278696266,0.035547886108714406,0.009501434360167557,0.11618915215602525
frozenset({'Organic Zucchini'}),frozenset({'Banana'}),0.032681845657868226,0.1486903082812815,0.006226072939754181,0.1905055487053021,1.2812237119376844,1.0,0.0013665992336844932,1.0516559938825296,0.22691208692833814,0.035547886108714406,0.04911871770142702,0.11618915215602525
frozenset({'Original Hummus'}),frozenset({'Banana'}),0.021942373564376384,0.1486903082812815,0.005762643562361475,0.26262626262626265,1.7662634886024005,1.0,0.002500025272651309,1.154515883289769,0.4435659466303664,0.03495264283531927,0.13383608274792996,0.1506911379531476
frozenset({'Banana'}),frozenset({'Original Hummus'}),0.1486903082812815,0.021942373564376384,0.005762643562361475,0.03875601328003252,1.7662634886024002,1.0,0.002500025272651309,1.017491542155732,0.509606622770964,0.03495264283531927,0.017190847718176673,0.1506911379531476
frozenset({'Banana'}),frozenset({'Seedless Red Grapes'}),0.1486903082812815,0.02549869030828128,0.00772718114043925,0.05196829053458906,2.0380768543908774,1.0,0.003935773017731983,1.0279205853159004,0.5983032656456841,0.046420141620771044,0.02716220077188134,0.17750528315745653
frozenset({'Seedless Red Grapes'}),frozenset({'Banana'}),0.02549869030828128,0.1486903082812815,0.00772718114043925,0.303042275780324,2.0380768543908774,1.0,0.003935773017731983,1.2214653229819028,0.5226687368868276,0.046420141620771044,0.18131118322806783,0.17750528315745653
frozenset({'Banana'}),frozenset({'Strawberries'}),0.1486903082812815,0.044207132782591176,0.012885351601853718,0.08665898773629649,1.9602942394495873,1.0,0.006312179400178691,1.046479742378467,0.5754339514503851,0.07158047906872622,0.044415329314284394,0.18906787126103794
frozenset({'Strawberries'}),frozenset({'Banana'}),0.044207132782591176,0.1486903082812815,0.012885351601853718,0.2914767547857794,1.9602942394495875,1.0,0.006312179400178691,1.2015268341144216,0.512529980726758,0.07158047906872622,0.16772562076231598,0.18906787126103794
frozenset({'Banana'}),frozenset({'Yellow Onions'}),0.1486903082812815,0.02238565383840419,0.006488011283497884,0.04363439257402263,1.9492123343373025,1.0,0.0031594815131875125,1.02221821714481,0.5720271530470329,0.03941972210320132,0.02173529758339502,0.1667316877361562
frozenset({'Yellow Onions'}),frozenset({'Banana'}),0.02238565383840419,0.1486903082812815,0.006488011283497884,0.2898289828982898,1.9492123343373022,1.0,0.0031594815131875125,1.1987389955633667,0.49812306992752653,0.03941972210320132,0.16579004795782587,0.1667316877361562
frozenset({'Organic Baby Spinach'}),frozenset({'Cucumber Kirby'}),0.07532742292967963,0.03003223856538384,0.005067499496272416,0.06727297044269091,2.2400251748210334,1.0,0.0028052483603327127,1.0399267209989425,0.5986729352050862,0.05052737317930688,0.03839378313174732,0.11800414707978224
frozenset({'Cucumber Kirby'}),frozenset({'Organic Baby Spinach'}),0.03003223856538384,0.07532742292967963,0.005067499496272416,0.16873532371687355,2.240025174821034,1.0,0.0028052483603327127,1.112368423021237,0.5707163349424945,0.05052737317930688,0.1010172715223611,0.11800414707978224
frozenset({'Large Lemon'}),frozenset({'Limes'}),0.047350392907515616,0.04349183961313721,0.008382026999798509,0.17702127659574468,4.070218187374014,1.0,0.00632267130584581,1.1622513841308828,0.7918052132142392,0.10164935858277337,0.13960093861468056,0.18487385349361013
frozenset({'Limes'}),frozenset({'Large Lemon'}),0.04349183961313721,0.047350392907515616,0.008382026999798509,0.19272643039147558,4.070218187374014,1.0,0.00632267130584581,1.180082741411264,0.7886110715012004,0.10164935858277337,0.15260179230814158,0.18487385349361013
frozenset({'Large Lemon'}),frozenset({'Organic Avocado'}),0.047350392907515616,0.05419101349989926,0.007898448519040903,0.16680851063829788,3.0781581643349036,1.0,0.0053324827377641895,1.1351640032049217,0.7086870122414447,0.08434642280796126,0.11907002232568302,0.1562802545755163
frozenset({'Organic Avocado'}),frozenset({'Large Lemon'}),0.05419101349989926,0.047350392907515616,0.007898448519040903,0.1457519985127347,3.0781581643349036,1.0,0.0053324827377641895,1.1151909111100051,0.7138126338401914,0.08434642280796126,0.10329254835420948,0.1562802545755163
frozenset({'Organic Baby Spinach'}),frozenset({'Large Lemon'}),0.07532742292967963,0.047350392907515616,0.007253677211364095,0.09629530560385181,2.0336749009017727,1.0,0.003686894138933163,1.0541602948395006,0.5496857321677823,0.06284367635506677,0.051377665336699775,0.12474339748277696
frozenset({'Large Lemon'}),frozenset({'Organic Baby Spinach'}),0.047350392907515616,0.07532742292967963,0.007253677211364095,0.15319148936170213,2.0336749009017723,1.0,0.003686894138933163,1.0919500281986194,0.5335427829479226,0.06284367635506677,0.08420717599166025,0.12474339748277696
frozenset({'Limes'}),frozenset({'Organic Avocado'}),0.04349183961313721,0.05419101349989926,0.006880918799113439,0.15821172110261755,2.919519508578884,1.0,0.0045240519315024675,1.123571104766355,0.6873730002045305,0.0757794297126373,0.10998067166568122,0.14259349765857776
frozenset({'Organic Avocado'}),frozenset({'Limes'}),0.05419101349989926,0.04349183961313721,0.006880918799113439,0.126975274214538,2.919519508578884,1.0,0.0045240519315024675,1.095625509949092,0.6951486963114875,0.0757794297126373,0.08727937518863994,0.14259349765857776
frozenset({'Organic Baby Spinach'}),frozenset({'Limes'}),0.07532742292967963,0.04349183961313721,0.0062865202498488815,0.08345593152333823,1.9188871352806471,1.0,0.0030103920533203006,1.0436030227947721,0.5178747803137669,0.055863921217547,0.04178123466718508,0.11400037715847244
